ok,rtt_ms,t_us,t_loc_us,heap,k,vpv,ipv,vref,vref_port
1,69.99089999953867,9,1535,182348,631,15.937164,4.130608,13.0,13.0
1,68.14650000160327,9,1693,182352,632,17.589169,4.310287,14.0,14.0
1,79.45829999880516,10,1586,182352,633,16.356594,3.63001,13.0,13.0
1,68.76919999922393,10,1556,182360,634,14.90557,1.765625,14.0,14.0
1,75.79449999866483,10,1621,182368,635,17.577922,1.011529,13.0,13.0
1,86.49569999943196,10,1566,182352,636,18.271048,1.028933,12.0,12.0
1,74.82259999960661,9,1477,182352,637,16.934407,3.378455,11.0,11.0
1,76.49210000090534,10,1619,182364,638,12.844099,3.368809,12.0,12.0
1,66.53689999984636,9,1534,182368,639,18.062777,3.143968,13.0,13.0
1,68.34940000044298,10,1641,182364,640,17.382084,3.834687,14.0,14.0
1,64.73480000022391,10,1617,182368,641,13.647279,4.706466,13.0,13.0
1,73.3860000000277,10,1549,182364,642,14.620332,3.334808,14.0,14.0
1,74.66509999903792,10,1536,182368,643,12.825463,4.98562,15.0,15.0
1,67.50209999881918,10,1636,182364,644,17.233129,2.847143,14.0,14.0
1,65.2700000009645,9,1636,182368,645,16.528958,1.108753,15.0,15.0
1,66.51989999954822,9,1513,182364,646,13.920637,4.898756,16.0,16.0
1,71.33350000003702,10,1606,182368,647,12.648252,1.566804,15.0,15.0
1,63.4872999999061,9,1632,182364,648,16.584618,4.095889,14.0,14.0
1,70.98120000046038,10,1568,182368,649,18.822985,4.444913,13.0,13.0
1,69.56490000084159,10,1594,182364,650,18.081777,2.390631,14.0,14.0
1,74.95329999983369,10,1544,182368,651,16.652649,4.252492,15.0,15.0
1,105.11230000156502,10,1658,182364,652,13.110767,1.325682,14.0,14.0
1,78.69290000053297,9,1622,182368,653,15.668682,2.241361,13.0,13.0
1,65.7878999991226,10,1523,182364,654,12.029878,3.067454,12.0,12.0
1,70.35120000000461,9,1579,182356,655,14.983822,4.532538,11.0,11.0
1,66.56740000107675,9,1635,182352,656,14.673408,3.650684,12.0,12.0
1,75.79609999993409,10,1629,182352,657,16.544627,2.198666,11.0,11.0
1,72.818599999664,9,1628,182352,658,15.740896,2.47064,10.0,10.0
1,64.78679999963788,10,1533,182352,659,13.900688,1.35249,11.0,11.0
1,68.97810000009486,9,1562,182352,660,12.416971,1.890812,12.0,12.0
1,68.30919999993057,10,1656,182368,661,12.666554,1.602525,11.0,11.0
1,70.62980000046082,10,1541,182352,662,12.999359,2.493196,10.0,10.0
1,77.34590000109165,10,1656,182352,663,13.905391,1.017635,11.0,11.0
1,75.28450000063458,10,1638,182344,664,12.263297,4.960214,12.0,12.0
1,81.13509999930102,10,1644,182372,665,13.961156,1.16331,11.0,11.0
1,79.4540999995661,9,1616,182360,666,17.008078,3.206564,10.0,10.0
1,78.2917999986239,9,1533,182372,667,15.110812,3.933327,9.0,9.0
1,74.28519999848504,10,1579,182352,668,19.495863,2.585421,10.0,10.0
1,76.36769999953685,9,1512,182352,669,15.002607,3.056733,9.0,9.0
1,78.11430000037944,10,1637,182352,670,13.875809,1.695896,10.0,10.0
1,77.97580000078597,9,1531,182368,671,15.109448,3.708076,11.0,11.0
1,87.33209999991232,10,1477,182360,672,12.11816,1.553581,10.0,10.0
